SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1400 - 1404 Montgomery St,San Francisco,CA,94133,6995000,6,7.5,San Francisco,5465,1406,1984,10,1280,,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Montgomery-St-94133/home/539003,San Francisco MLS,421540649,N,Y,37.8021047,-122.4044356
MLS Listing,,Multi-Family (2-4 Unit),3965 - 67 24th St,San Francisco,CA,94114,1098000,2,2.0,San Francisco,2700,2848,1900,10,407,,Active,,,http://www.redfin.com/CA/San-Francisco/3965-24th-St-94114/home/1448743,San Francisco MLS,421540108,N,Y,37.7512319,-122.431046
MLS Listing,,Multi-Family (2-4 Unit),53 - 55 Pomona St,San Francisco,CA,94124,1459000,5,3.0,San Francisco,2763,5000,1923,10,528,,Active,,,http://www.redfin.com/CA/San-Francisco/53-Pomona-St-94124/home/1971427,San Francisco MLS,421541651,N,Y,37.7316262,-122.3931877
MLS Listing,,Condo/Co-op,280 Spear St Unit 6B,San Francisco,CA,94105,1595000,2,2.0,San Francisco,1260,47916,,10,1266,1229,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-6B/home/175001616,San Francisco MLS,421541654,N,Y,37.790125,-122.3913867
MLS Listing,,Condo/Co-op,20 Norfolk St,San Francisco,CA,94103,949000,2,2.0,San Francisco,836,1773,2003,10,1135,350,Active,,,http://www.redfin.com/CA/San-Francisco/20-Norfolk-St-94103/home/867329,San Francisco MLS,421541586,N,Y,37.7710922,-122.4142005
MLS Listing,,Multi-Family (5+ Unit),3984 - 3988 Cesar Chavez St,San Francisco,CA,94131,1750000,4,4.0,San Francisco,2820,3420,1900,10,621,,Active,,,http://www.redfin.com/CA/San-Francisco/3984-Cesar-Chavez-94131/home/1614918,San Francisco MLS,421540637,N,Y,37.7478299,-122.4289228
MLS Listing,,Multi-Family (2-4 Unit),17 - 19A Card Aly,San Francisco,CA,94133,1175000,6,3.0,San Francisco,3036,1113,1912,10,387,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Card-Aly-94133/home/542672,San Francisco MLS,421525403,N,Y,37.7988867,-122.4093167
MLS Listing,,Condo/Co-op,666 Post St #902,San Francisco,CA,94109,659000,1,1.0,San Francisco,775,,,10,850,785,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-902/home/12400763,San Francisco MLS,421540688,N,Y,37.7879107,-122.4129132
MLS Listing,,Condo/Co-op,881 Corbett Ave #1,San Francisco,CA,94131,1395000,2,2.5,San Francisco,1597,2378,2006,10,874,220,Active,,,http://www.redfin.com/CA/San-Francisco/881-Corbett-Ave-94131/unit-1/home/12277549,San Francisco MLS,421540224,N,Y,37.7527567,-122.4435169
MLS Listing,,Condo/Co-op,250 King St #852,San Francisco,CA,94107,1929000,3,2.0,San Francisco,1653,213232,2004,10,1167,1027,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-852/home/12402044,San Francisco MLS,421538426,N,Y,37.7781222,-122.3932903
MLS Listing,,Condo/Co-op,2448 Lombard St Ph 3,San Francisco,CA,94123,3295000,3,2.5,San Francisco,,,2020,11,,896,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-3/home/175000544,San Francisco MLS,421541340,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,2448 Lombard St Ph 4,San Francisco,CA,94123,2698000,3,3.0,San Francisco,,,2020,11,,793,Active,,,http://www.redfin.com/CA/San-Francisco/2448-Lombard-St-94123/unit-4/home/175000560,San Francisco MLS,421541549,N,Y,37.7993413,-122.441967
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 3F,San Francisco,CA,94102,998000,2,2.0,San Francisco,977,,2020,11,1021,645,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-3F/home/175000399,San Francisco MLS,421541308,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 3A,San Francisco,CA,94102,668000,1,1.0,San Francisco,568,,2021,11,1176,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-3A/home/175000394,San Francisco MLS,421541301,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 1B,San Francisco,CA,94102,649000,1,1.0,San Francisco,573,,2021,11,1133,553,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-1B/home/175000393,San Francisco MLS,421541295,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,2135 California St #3,San Francisco,CA,94115,1425000,3,2.0,San Francisco,1177,7563,1922,11,1211,509,Active,,,http://www.redfin.com/CA/San-Francisco/2135-California-St-94115/unit-3/home/175000355,San Francisco MLS,421541442,N,Y,37.7892176,-122.4295378
MLS Listing,,Condo/Co-op,3535 Wawona St #422,SAN FRANCISCO,CA,94116,1100000,1,1.0,SAN FRANCISCO,803,,2020,11,1370,533,Active,,,http://www.redfin.com/CA/San-Francisco/3535-Wawona-St-94116/unit-422/home/173690082,MLSListings,ML81840399,N,Y,37.7360911,-122.5046285
MLS Listing,,Single Family Residential,875 Francisco St,San Francisco,CA,94109,13500000,4,4.5,San Francisco,6330,3576,1915,11,2133,,Active,,,http://www.redfin.com/CA/San-Francisco/875-Francisco-St-94109/home/949892,San Francisco MLS,421541328,N,Y,37.8036803,-122.419539
MLS Listing,,Condo/Co-op,1365 Scott St #4,San Francisco,CA,94115,949000,2,1.5,San Francisco,938,8432,1987,11,1012,623,Active,,,http://www.redfin.com/CA/San-Francisco/1365-Scott-St-94115/unit-4/home/594046,San Francisco MLS,421541407,N,Y,37.782414,-122.437861
MLS Listing,,Single Family Residential,2674 San Jose Ave,San Francisco,CA,94112,998000,3,2.0,San Francisco,1624,2504,1949,11,615,,Active,,,http://www.redfin.com/CA/San-Francisco/2674-San-Jose-Ave-94112/home/938617,San Francisco MLS,421541349,N,Y,37.7147276,-122.4518658
MLS Listing,,Multi-Family (2-4 Unit),156 - 158 Beaver St,San Francisco,CA,94114,1999000,5,4.0,San Francisco,3035,1195,1929,11,659,63,Active,,,http://www.redfin.com/CA/San-Francisco/156-Beaver-St-94114/home/2036724,San Francisco MLS,421540898,N,Y,37.7651301,-122.4365001
MLS Listing,,Condo/Co-op,4761 18th St,San Francisco,CA,94114,1195000,2,1.0,San Francisco,1245,2737,1912,11,960,233,Active,,,http://www.redfin.com/CA/San-Francisco/4761-18th-St-94114/home/40628896,San Francisco MLS,421540173,N,Y,37.7596335,-122.4440987
MLS Listing,,Condo/Co-op,72 Cook St,San Francisco,CA,94118,1148000,2,1.0,San Francisco,1274,3050,1924,11,901,,Active,,,http://www.redfin.com/CA/San-Francisco/72-Cook-St-94118/home/591658,San Francisco MLS,421541360,N,Y,37.78254,-122.451966
MLS Listing,,Single Family Residential,31 Miramar Ave,San Francisco,CA,94112,1495000,3,2.0,San Francisco,2064,2809,1929,11,724,,Active,,,http://www.redfin.com/CA/San-Francisco/31-Miramar-Ave-94112/home/1037539,San Francisco MLS,421539764,N,Y,37.718827,-122.4584228
MLS Listing,,Single Family Residential,928 Castro St,San Francisco,CA,94114,2500000,3,2.5,San Francisco,1850,2622,1908,11,1351,,Active,,,http://www.redfin.com/CA/San-Francisco/928-Castro-St-94114/home/2016558,San Francisco MLS,421531504,N,Y,37.7540032,-122.4346253
MLS Listing,,Condo/Co-op,2401 45th Ave #3,San Francisco,CA,94116,775000,2,1.0,San Francisco,900,2178,1961,11,861,100,Active,,,http://www.redfin.com/CA/San-Francisco/2401-45th-Ave-94116/unit-3/home/982441,San Francisco MLS,421540879,N,Y,37.7416604,-122.5037261
MLS Listing,,Multi-Family (2-4 Unit),1742 - 1746 Filbert St,San Francisco,CA,94123,3688000,9,1.0,San Francisco,4644,4133,1911,11,794,,Active,,,http://www.redfin.com/CA/San-Francisco/1742-Filbert-St-94123/home/563026,San Francisco MLS,421540322,N,Y,37.799292,-122.4282454
MLS Listing,,Condo/Co-op,870 Harrison St #602,San Francisco,CA,94107,819000,1,1.0,San Francisco,583,5843,,11,1405,670,Active,,,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-602/home/109315282,San Francisco MLS,421539483,N,Y,37.7797695,-122.401375
MLS Listing,,Condo/Co-op,630 Leavenworth St #5,San Francisco,CA,94109,929000,2,2.0,San Francisco,966,,1918,11,962,605,Active,,,http://www.redfin.com/CA/San-Francisco/630-Leavenworth-St-94109/unit-5/home/35636082,San Francisco MLS,421540961,N,Y,37.7869986,-122.4146335
MLS Listing,,Condo/Co-op,1160 Mission St #1106,San Francisco,CA,94103,1350000,2,2.0,San Francisco,1146,,2008,11,1178,961,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1106/home/17305366,San Francisco MLS,421541246,N,Y,37.7786972,-122.4126145
MLS Listing,,Condo/Co-op,388 Fulton St #212,San Francisco,CA,94102,382532,1,1.0,San Francisco,404,12509,2016,11,947,491,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-212/home/113206651,San Francisco MLS,421541227,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,1905 Laguna St #104,San Francisco,CA,94115,749000,0,1.0,San Francisco,,6250,1924,11,,538,Active,,,http://www.redfin.com/CA/San-Francisco/1905-Laguna-St-94115/unit-104/home/999393,San Francisco MLS,421538519,N,Y,37.788734,-122.4289813
MLS Listing,,Condo/Co-op,1310 California St,San Francisco,CA,94109,2150000,3,2.0,San Francisco,1690,1875,1911,11,1272,400,Active,,,http://www.redfin.com/CA/San-Francisco/1310-California-St-94109/home/549322,San Francisco MLS,421536018,N,Y,37.791374,-122.416141
MLS Listing,,Single Family Residential,4 Russian Hill Pl,San Francisco,CA,94133,5700000,3,3.0,San Francisco,,,1951,11,,,Active,,,http://www.redfin.com/CA/San-Francisco/4-Russian-Hill-Pl-94133/home/1126144,San Francisco MLS,421522919,N,Y,37.798069,-122.4149716
MLS Listing,,Multi-Family (2-4 Unit),312 - 312 A Lombard St,San Francisco,CA,94133,2395000,4,2.0,San Francisco,2212,1786,1926,11,1083,,Active,,,http://www.redfin.com/CA/San-Francisco/312-Lombard-St-94133/home/1935960,San Francisco MLS,421539106,N,Y,37.8037398,-122.4068964
MLS Listing,,Single Family Residential,71 Marston Ave,San Francisco,CA,94112,1788000,6,6.0,San Francisco,2520,2809,1926,11,710,,Active,,,http://www.redfin.com/CA/San-Francisco/71-Marston-Ave-94112/home/1790901,San Francisco MLS,421540641,N,Y,37.7273073,-122.445994
MLS Listing,,Single Family Residential,325 Surrey St,San Francisco,CA,94131,1695000,3,2.0,San Francisco,1514,2587,,11,1120,,Active,,,http://www.redfin.com/CA/San-Francisco/325-Surrey-St-94131/home/1363585,San Francisco MLS,421540197,N,Y,37.7357767,-122.437379
MLS Listing,,Single Family Residential,2523 Pacific Ave,San Francisco,CA,94115,14300000,5,6.0,San Francisco,8520,5114,1903,12,1678,,Active,,,http://www.redfin.com/CA/San-Francisco/2523-Pacific-Ave-94115/home/1498593,San Francisco MLS,421540634,N,Y,37.7927685,-122.4375893
MLS Listing,,Condo/Co-op,1438 Green St Unit 7C,San Francisco,CA,94109,1495000,2,2.0,San Francisco,1068,17413,1998,12,1400,1192,Active,,,http://www.redfin.com/CA/San-Francisco/1438-Green-St-94109/unit-7C/home/1999053,San Francisco MLS,421540909,N,Y,37.7980437,-122.4229237
MLS Listing,,Condo/Co-op,260 King St #609,San Francisco,CA,94107,799000,1,1.0,San Francisco,823,,2004,12,971,811,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-609/home/12331054,San Francisco MLS,421537708,N,Y,37.7776624,-122.3938672
MLS Listing,,Single Family Residential,2178 18th Ave,San Francisco,CA,94116,2168000,5,5.0,San Francisco,2764,3606,1928,12,784,,Active,,,http://www.redfin.com/CA/San-Francisco/2178-18th-Ave-94116/home/1271060,San Francisco MLS,421531172,N,Y,37.747251,-122.4746976
MLS Listing,,Single Family Residential,674 29th St,San Francisco,CA,94131,1495000,2,2.5,San Francisco,,2848,1910,12,,,Active,,,http://www.redfin.com/CA/San-Francisco/674-29th-St-94131/home/844509,San Francisco MLS,421540689,N,Y,37.7433126,-122.4349369
MLS Listing,,Condo/Co-op,8 Octavia St #608,San Francisco,CA,94102,1295000,2,2.0,San Francisco,1001,12456,2014,12,1294,844,Active,,,http://www.redfin.com/CA/San-Francisco/8-Octavia-St-94102/unit-608/home/110051576,San Francisco MLS,421540185,N,Y,37.7726231,-122.4234103
MLS Listing,,Multi-Family (2-4 Unit),3268 - 3270 Market St,San Francisco,CA,94114,1099000,2,1.0,San Francisco,1000,860,1916,12,1099,,Active,,,http://www.redfin.com/CA/San-Francisco/3268-Market-St-94114/home/174978477,San Francisco MLS,421534919,N,Y,37.7585583,-122.4448599
MLS Listing,,Multi-Family (2-4 Unit),52 - 54 Valparaiso St,San Francisco,CA,94133,1788000,3,1.0,San Francisco,1622,919,1913,12,1102,,Active,,,http://www.redfin.com/CA/San-Francisco/52-Valparaiso-St-94133/home/1722253,San Francisco MLS,421526643,N,Y,37.8014242,-122.4136368
MLS Listing,,Condo/Co-op,1000 3rd St #412,San Francisco,CA,94158,987000,1,1.0,San Francisco,767,46014,2018,12,1287,828,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-412/home/112856095,San Francisco MLS,513815,N,Y,37.7752125,-122.3902276
MLS Listing,,Multi-Family (2-4 Unit),304 Holloway Ave,San Francisco,CA,94112,1150000,3,1.0,San Francisco,1968,2500,1916,13,584,,Active,,,http://www.redfin.com/CA/San-Francisco/304-Holloway-Ave-94112/home/1037444,San Francisco MLS,421540338,N,Y,37.7219958,-122.4564768
MLS Listing,,Single Family Residential,2700 Pierce St,San Francisco,CA,94123,12100000,6,6.0,San Francisco,6945,5262,1907,13,1742,,Active,,,http://www.redfin.com/CA/San-Francisco/2700-Pierce-St-94123/home/1626861,San Francisco MLS,421540321,N,Y,37.7950201,-122.4382528
MLS Listing,,Single Family Residential,534 Valley St,San Francisco,CA,94131,3995000,4,3.5,San Francisco,,2848,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/534-Valley-St-94131/home/1912621,San Francisco MLS,421540543,N,Y,37.7442269,-122.4342536
MLS Listing,,Single Family Residential,378 Collingwood St,San Francisco,CA,94114,5700000,3,3.0,San Francisco,2820,2570,1940,13,2021,,Active,,,http://www.redfin.com/CA/San-Francisco/378-Collingwood-St-94114/home/1291449,San Francisco MLS,421536620,N,Y,37.7564329,-122.4358772
MLS Listing,,Condo/Co-op,201 Folsom St Unit 2C,San Francisco,CA,94105,1548000,1,1.5,San Francisco,1354,75406,2016,13,1143,1242,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-2C/home/144064109,San Francisco MLS,421539858,N,Y,37.7887059,-122.3922385
MLS Listing,,Condo/Co-op,1075 Market St #307,San Francisco,CA,94103,331429,1,1.0,San Francisco,500,12286,2018,13,663,666,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-307/home/169571393,San Francisco MLS,421540414,N,Y,37.7807996,-122.4118342
MLS Listing,,Multi-Family (2-4 Unit),1785-1787 Alabama St,SAN FRANCISCO,CA,94110,2200000,5,3.0,SAN FRANCISCO,3044,1999,1909,13,723,,Active,,,http://www.redfin.com/CA/San-Francisco/1785-Alabama-St-94110/home/2024976,MLSListings,ML81839973,N,Y,37.7444574,-122.410101
MLS Listing,,Multi-Family (2-4 Unit),3827 - 3829 20th St,San Francisco,CA,94114,3995000,6,3.0,San Francisco,4083,2848,1911,13,978,,Active,,,http://www.redfin.com/CA/San-Francisco/3827-20th-St-94114/home/1993403,San Francisco MLS,421540491,N,Y,37.7579421,-122.4264417
MLS Listing,,Multi-Family (5+ Unit),606 Broadway,SAN FRANCISCO,CA,94133,8000000,,,SAN FRANCISCO,11340,2291,1907,13,705,,Active,,,http://www.redfin.com/CA/San-Francisco/606-Broadway-94133/home/174976180,MLSListings,ML81838649,N,Y,37.798008,-122.4072142
MLS Listing,,Condo/Co-op,140 S Van Ness Ave #405,SAN FRANCISCO,CA,94103,750000,1,1.5,SAN FRANCISCO,830,,2002,13,904,560,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-405/home/22874502,MLSListings,ML81839937,N,Y,37.7716556,-122.418809
MLS Listing,,Single Family Residential,1417 15th St,San Francisco,CA,94103,5000000,0,,San Francisco,9045,5000,1906,13,553,,Active,,,http://www.redfin.com/CA/San-Francisco/1417-15th-St-94103/home/12395717,San Francisco MLS,421540425,N,Y,37.7666648,-122.4161551
MLS Listing,,Multi-Family (2-4 Unit),1708 - 1710 Lombard St,San Francisco,CA,94123,2200000,4,2.0,San Francisco,3040,2063,1924,13,724,,Active,,,http://www.redfin.com/CA/San-Francisco/1708-Lombard-St-94123/home/998859,San Francisco MLS,421539761,N,Y,37.8008921,-122.4297861
MLS Listing,,Single Family Residential,1575 26th Ave,San Francisco,CA,94122,1795000,2,1.0,San Francisco,1462,3000,1940,13,1228,,Active,,,http://www.redfin.com/CA/San-Francisco/1575-26th-Ave-94122/home/2021441,BAREIS,421536401,N,Y,37.7581292,-122.4845729
MLS Listing,,Condo/Co-op,110 Channel St #104,San Francisco,CA,94158,1299000,2,2.0,San Francisco,,,2017,13,,872,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-104/home/167382781,San Francisco MLS,511484,N,Y,37.7751436,-122.3906212
MLS Listing,,Single Family Residential,18 Lapidge St,San Francisco,CA,94110,1195000,2,1.0,San Francisco,1083,2000,1909,13,1103,,Active,,,http://www.redfin.com/CA/San-Francisco/18-Lapidge-St-94110/home/710524,San Francisco MLS,421539000,N,Y,37.7612657,-122.4226029
MLS Listing,,Condo/Co-op,1868 Van Ness Ave #401,San Francisco,CA,94109,1225000,2,2.0,San Francisco,989,9202,2017,13,1239,769,Active,,,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-401/home/113439209,San Francisco MLS,421532425,N,Y,37.7929464,-122.422437
MLS Listing,,Townhouse,550 Davis #27,San Francisco,CA,94111,2998000,3,2.5,San Francisco,2020,83732,1981,13,1484,1431,Active,,,http://www.redfin.com/CA/San-Francisco/550-Davis-St-94111/unit-27/home/547533,San Francisco MLS,421538872,N,Y,37.797573,-122.3982752
MLS Listing,,Single Family Residential,581 Laidley St,SAN FRANCISCO,CA,94131,999000,1,1.0,SAN FRANCISCO,876,2495,1913,13,1140,,Active,,,http://www.redfin.com/CA/San-Francisco/581-Laidley-St-94131/home/807672,MLSListings,ML81839882,N,Y,37.7350422,-122.4320598
MLS Listing,,Condo/Co-op,2983 21st St Unit C,San Francisco,CA,94110,619000,1,1.0,San Francisco,,1711,1900,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/2983-21st-St-94110/unit-C/home/174974901,San Francisco MLS,421540057,N,Y,37.7571598,-122.4142081
MLS Listing,,Condo/Co-op,2981 21st St,San Francisco,CA,94110,1299000,3,2.0,San Francisco,,1711,1900,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/2981-21st-St-94110/home/714512,San Francisco MLS,421540053,N,Y,37.7571395,-122.414101
MLS Listing,,Condo/Co-op,776 Tehama St #9,San Francisco,CA,94103,375000,1,1.0,San Francisco,418,5886,2006,13,897,533,Active,,,http://www.redfin.com/CA/San-Francisco/776-Tehama-St-94103/unit-9/home/22886346,San Francisco MLS,421540153,N,Y,37.7749615,-122.4123732
MLS Listing,,Condo/Co-op,502 Roosevelt Way,San Francisco,CA,94114,1795000,3,2.0,San Francisco,1690,4713,,13,1062,350,Active,,,http://www.redfin.com/CA/San-Francisco/502-Roosevelt-Way-94114/home/671075,San Francisco MLS,421535931,N,Y,37.7634034,-122.44402
MLS Listing,,Single Family Residential,2640 Jackson St,San Francisco,CA,94115,14950000,9,7.5,San Francisco,7772,5819,1889,13,1924,,Active,,,http://www.redfin.com/CA/San-Francisco/2640-Jackson-St-94115/home/1999123,San Francisco MLS,421527637,N,Y,37.7921431,-122.4391376
MLS Listing,,Condo/Co-op,3700 Divisadero St #201,San Francisco,CA,94123,1599000,2,2.0,San Francisco,1225,4727,1993,13,1305,725,Active,,,http://www.redfin.com/CA/San-Francisco/3700-Divisadero-St-94123/unit-201/home/1832616,San Francisco MLS,421538579,N,Y,37.8039183,-122.4434356
MLS Listing,,Condo/Co-op,708 Long Bridge St #610,San Francisco,CA,94158,1599000,2,2.0,San Francisco,1309,84866,2016,13,1222,1180,Active,,,http://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-610/home/109464698,San Francisco MLS,421529536,N,Y,37.7720304,-122.3935768
MLS Listing,,Multi-Family (2-4 Unit),85 - 87 Diamond St,San Francisco,CA,94114,3200000,4,4.0,San Francisco,3790,3123,1930,13,844,,Active,,,http://www.redfin.com/CA/San-Francisco/85-Diamond-St-94114/home/671925,San Francisco MLS,421539900,N,Y,37.7611039,-122.4368959
MLS Listing,,Condo/Co-op,95 Red Rock Way Unit 207M,San Francisco,CA,94131,609000,0,1.0,San Francisco,592,6833,1972,13,1029,516,Active,,,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-207M/home/1457659,San Francisco MLS,421539819,N,Y,37.7463443,-122.4415484
MLS Listing,,Condo/Co-op,655 5th St #14,San Francisco,CA,94107,799000,1,2.0,San Francisco,975,11007,1999,13,819,620,Active,,,http://www.redfin.com/CA/San-Francisco/655-5th-St-94107/unit-14/home/12396769,San Francisco MLS,421531502,N,Y,37.775928,-122.397528
MLS Listing,,Single Family Residential,2232 Bush St,San Francisco,CA,94115,6200000,4,3.5,San Francisco,6374,3188,1919,14,973,,Active,,,http://www.redfin.com/CA/San-Francisco/2232-Bush-St-94115/home/174972855,San Francisco MLS,421540183,N,Y,37.7872091,-122.4341518
MLS Listing,,Condo/Co-op,1776 Sacramento St #305,San Francisco,CA,94109,1095000,2,2.0,San Francisco,1091,19662,1992,14,1004,841,Active,,,http://www.redfin.com/CA/San-Francisco/1776-Sacramento-St-94109/unit-305/home/1675482,San Francisco MLS,421539972,N,Y,37.7915441,-122.4221102
MLS Listing,,Condo/Co-op,1631 Pierce St,San Francisco,CA,94115,1895000,3,2.5,San Francisco,1504,3625,1886,14,1260,739,Active,,,http://www.redfin.com/CA/San-Francisco/1631-Pierce-St-94115/home/17393416,San Francisco MLS,421540198,N,Y,37.7853135,-122.4366597
MLS Listing,,Condo/Co-op,218 Corbett Ave,San Francisco,CA,94114,1595000,2,2.0,San Francisco,1675,2966,1902,14,952,366,Active,,,http://www.redfin.com/CA/San-Francisco/218-Corbett-Ave-94114/home/17306179,San Francisco MLS,421540156,N,Y,37.7616168,-122.4435169
MLS Listing,,Condo/Co-op,3620 Cesar Chavez St #301,San Francisco,CA,94110,1279000,2,2.0,San Francisco,1144,,2020,14,1118,618,Active,,,http://www.redfin.com/CA/San-Francisco/3620-Cesar-Chavez-94110/unit-301/home/171040784,San Francisco MLS,421538288,N,Y,37.7483761,-122.4219282
MLS Listing,,Multi-Family (2-4 Unit),1296 Dolores St,SAN FRANCISCO,CA,94110,2695000,4,2.0,SAN FRANCISCO,2920,1890,1922,14,923,,Active,,,http://www.redfin.com/CA/San-Francisco/1296-Dolores-St-94110/home/1535336,MLSListings,ML81839789,N,Y,37.7487398,-122.4251891
MLS Listing,,Multi-Family (5+ Unit),2120 Jones St,San Francisco,CA,94133,2600000,0,,San Francisco,4731,2121,1964,14,550,,Active,,,http://www.redfin.com/CA/San-Francisco/2120-Jones-St-94133/home/1506301,San Francisco MLS,421540081,N,Y,37.8009399,-122.4158666
MLS Listing,,Multi-Family (5+ Unit),2100 Jones St,San Francisco,CA,94133,4250000,6,,San Francisco,8193,2896,1912,14,519,,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Jones-St-94133/unit-2102/home/1978470,San Francisco MLS,421540075,N,Y,37.8007593,-122.4157933
MLS Listing,,Condo/Co-op,1521 Sutter St #304,San Francisco,CA,94109,1295000,2,2.0,San Francisco,1075,10328,2008,14,1205,537,Active,,,http://www.redfin.com/CA/San-Francisco/1521-Sutter-St-94109/unit-304/home/21965882,San Francisco MLS,421535481,N,Y,37.786732,-122.4259523
MLS Listing,,Multi-Family (2-4 Unit),427 8th Ave,San Francisco,CA,94118,2399000,4,2.0,San Francisco,3850,2996,1923,14,623,,Active,,,http://www.redfin.com/CA/San-Francisco/427-8th-Ave-94118/home/1245126,San Francisco MLS,421539986,N,Y,37.7802953,-122.4667374
MLS Listing,,Single Family Residential,3132 Laguna St,San Francisco,CA,94123,1795000,2,1.0,San Francisco,,2125,1900,14,,,Active,,,http://www.redfin.com/CA/San-Francisco/3132-Laguna-St-94123/home/1941994,San Francisco MLS,421539174,N,Y,37.8000871,-122.4308795
MLS Listing,,Single Family Residential,1282 Stanyan St,San Francisco,CA,94117,2185000,3,2.0,San Francisco,1977,2250,1907,14,1105,,Active,,,http://www.redfin.com/CA/San-Francisco/1282-Stanyan-St-94117/home/602645,San Francisco MLS,421539721,N,Y,37.7600359,-122.4514345
